,Month,REFERENCE RATE : US DOLLAR  (USD) ,USA : DOLLAR (USD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,UNITED KINGDOM : POUND STERING (GBP),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,EURO ZONE : EURO (EUR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,JAPAN : YEN (100 YEN) (JPY) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,HONG KONG : DOLLAR (HKD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,MALAYSIA : RINGGIT (MYR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SINGAPORE : DOLLAR (SGD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,BRUNEI : DOLLAR (BND) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,PHILIPPINES : PESO (PHP) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDONESIA : RUPIAH (1000 RUPIAH) (IDR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDIA : RUPEE (INR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWITZERLAND : FRANC (CHF) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,AUSTRALIA : DOLLAR (AUD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NEW ZEALAND : DOLLAR (NZD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CANADA : DOLLAR (CAD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWEDEN : KRONA (SEK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,DENMARK : KRONE (DKK) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NORWAY : KRONE (NOK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CHINA : YUAN RENMINBI (CNY),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE 
JUL 2008,,33.503,,33.2791,33.3778,33.6217,33.4504,,66.0405,66.2334,66.9765,66.5085,,52.3643,52.5079,53.1179,52.7411,,31.0155,31.1086,31.5938,31.3047,,4.2496,4.266,4.3232,4.2864,,9.8807,9.9414,10.7075,10.2941,,24.364,24.4411,24.8574,24.6107,,24.2855,24.4092,24.9198,24.6027,,0.7265,0.7322,0.7612,0.7439,,3.4035,3.4462,3.8949,3.6492,,0.7281,0.7356,0.8279,0.778,,32.281,32.3721,32.8573,32.5691,,31.8894,31.99,32.479,32.1842,,24.9775,25.0607,25.4921,25.2348,,32.7237,32.8264,33.3026,33.0131,,5.5238,5.5451,5.6294,5.5766,,7.0053,7.0271,7.1308,7.0681,,6.4931,6.5147,6.6106,6.5519,,4.8627,4.8753,4.9288,4.8958
JUN 2008,,33.2025,,32.9786,33.0777,33.3177,33.1482,,64.6891,64.8797,65.6151,65.1522,,51.2046,51.3458,51.9479,51.5763,,30.7267,30.8181,31.3021,31.0144,,4.2075,4.2239,4.2803,4.2439,,9.7627,9.8215,10.5897,10.1762,,23.9935,24.069,24.4751,24.2344,,23.9293,24.0399,24.531,24.2302,,0.7293,0.7347,0.7648,0.747,,3.3019,3.3403,3.8279,3.5649,,0.7186,0.7262,0.8204,0.7695,,31.6794,31.7706,32.2443,31.9619,,31.2455,31.344,31.8238,31.5347,,25.0017,25.0844,25.5118,25.2568,,32.357,32.4579,32.9338,32.6454,,5.4487,5.47,5.5525,5.5006,,6.8514,6.8734,6.9731,6.9123,,6.3954,6.4163,6.5112,6.4533,,4.7748,4.7875,4.838,4.8064
MAY 2008,,32.1136,,31.8884,31.9854,32.2255,32.057,,62.5354,62.7228,63.4437,62.9896,,49.5349,49.675,50.2666,49.9008,,30.479,30.572,31.0667,30.7729,,4.0724,4.0886,4.1437,4.1081,,9.5464,9.5997,10.3852,9.9658,,23.2274,23.3021,23.7025,23.465,,23.1722,23.2783,23.7454,23.4588,,0.7262,0.7313,0.7627,0.7445,,3.2112,3.2414,3.6942,3.4527,,0.7063,0.7135,0.8071,0.7567,,30.4619,30.5506,31.012,30.7369,,30.1582,30.2542,30.729,30.4436,,24.6587,24.7399,25.1684,24.9136,,31.8028,31.9029,32.3771,32.09,,5.3047,5.3251,5.4059,5.3553,,6.6264,6.6486,6.7461,6.6863,,6.2801,6.301,6.3967,6.3384,,4.5702,4.5824,4.6333,4.6018
APR 2008,,31.5916,,31.3733,31.4714,31.7126,31.543,,62.0407,62.2275,62.9425,62.4916,,49.3485,49.4897,50.0824,49.7155,,30.421,30.5152,31.0162,30.7186,,4.0105,4.0265,4.0827,4.0466,,9.5618,9.6176,10.399,9.9804,,22.8882,22.9624,23.3637,23.126,,22.8178,22.9311,23.4042,23.111,,0.7341,0.7396,0.7718,0.753,,3.1975,3.2282,3.6611,3.4293,,0.7285,0.7365,0.835,0.7818,,30.8383,30.9287,31.4069,31.1226,,29.0903,29.1851,29.6493,29.3698,,24.6593,24.7415,25.1643,24.9118,,30.8655,30.9651,31.4289,31.1472,,5.253,5.2737,5.3565,5.3048,,6.6016,6.6242,6.7228,6.6622,,6.1779,6.1991,6.2925,6.2353,,4.4782,4.491,4.5396,4.5089
MAR 2008,,31.4561,,31.2439,31.3413,31.5792,31.4116,,62.3993,62.5873,63.3142,62.8568,,48.348,48.4881,49.079,48.7135,,30.8876,30.9826,31.4985,31.1931,,3.9986,4.015,4.0704,4.0345,,9.4477,9.5021,10.2744,9.8611,,22.4341,22.5074,22.9021,22.6681,,22.384,22.4862,22.9424,22.6632,,0.7402,0.7457,0.7785,0.7594,,3.1685,3.2071,3.6764,3.4225,,0.7197,0.7276,0.8281,0.7739,,30.7543,30.8463,31.3286,31.0415,,28.7347,28.8277,29.3017,29.0182,,24.9104,24.9932,25.425,25.1677,,31.0924,31.1919,31.6694,31.3809,,5.1272,5.1476,5.2274,5.1773,,6.4719,6.4942,6.5913,6.5316,,6.0421,6.0631,6.1556,6.0989,,4.412,4.424,4.4732,4.4426
FEB 2008,,32.6045,,32.3978,32.4956,32.7367,32.5673,,63.5344,63.7224,64.4525,63.9935,,47.654,47.7894,48.3747,48.0144,,30.1222,30.2141,30.6966,30.4094,,4.14,4.1562,4.2107,4.1754,,9.6935,9.746,10.5149,10.1042,,22.8351,22.9091,23.3079,23.0715,,22.7723,22.8821,23.3432,23.0578,,0.78,0.7857,0.8205,0.8003,,3.2958,3.3375,3.784,3.5399,,0.7631,0.7708,0.8666,0.8149,,29.5926,29.6859,30.1261,29.8594,,29.4231,29.5185,30.0001,29.7116,,25.667,25.7535,26.1894,25.9282,,32.27,32.3713,32.8636,32.5668,,5.0749,5.0948,5.1705,5.1227,,6.3849,6.4049,6.495,6.44,,5.9828,6.0026,6.0883,6.0356,,4.5156,4.5283,4.5748,4.5452
JAN 2008,,33.1846,,32.9758,33.0736,33.3124,33.1441,,64.7777,64.9685,65.7001,65.2389,,48.3834,48.5201,49.1067,48.7451,,30.4357,30.5275,31.009,30.7224,,4.2102,4.2264,4.2798,4.245,,9.7508,9.7913,10.5485,10.1497,,22.9176,22.9909,23.3857,23.1517,,22.8662,22.9657,23.4332,23.1497,,0.791,0.7962,0.8306,0.8108,,3.3099,3.3457,3.7556,3.5328,,0.7882,0.7963,0.8897,0.839,,29.8151,29.8976,30.3331,30.0741,,28.9262,29.0202,29.4961,29.2112,,25.2972,25.3963,25.8324,25.5648,,32.4923,32.6079,33.0952,32.7938,,5.1204,5.1425,5.2174,5.1689,,6.4852,6.5085,6.5985,6.5419,,6.0734,6.097,6.1828,6.1281,,4.548,4.5605,4.6072,4.5776
DEC 2007,,33.7044,,33.4909,33.5887,33.8264,33.6587,,67.4916,67.6837,68.4274,67.9595,,48.5789,48.7136,49.2944,48.9367,,29.6569,29.746,30.2059,29.9314,,4.2791,4.2955,4.3492,4.3142,,9.7219,9.7641,10.4677,10.0948,,22.9768,23.0498,23.4398,23.2083,,22.9122,23.0188,23.4993,23.2058,,0.7898,0.7951,0.8279,0.8089,,3.4173,3.4419,3.8693,3.6433,,0.8002,0.8099,0.9027,0.8515,,29.2217,29.3015,29.7195,29.4706,,29.0693,29.1631,29.6416,29.3555,,25.6177,25.7191,26.1554,25.8866,,33.2689,33.3959,33.8858,33.5774,,5.136,5.1578,5.2323,5.1842,,6.5022,6.5253,6.6146,6.5584,,6.0511,6.0741,6.1562,6.1037,,4.5406,4.5528,4.5985,4.5696
NOV 2007,,33.8843,,33.6732,33.7714,34.0046,33.8389,,69.6638,69.8615,70.6081,70.136,,49.3223,49.4593,50.0404,49.6814,,30.1896,30.2799,30.7465,30.4681,,4.3152,4.3313,4.3841,4.3497,,9.7054,9.7455,10.48,10.0927,,23.157,23.2295,23.6182,23.3876,,23.1053,23.2045,23.6744,23.3899,,0.7658,0.7707,0.8025,0.7842,,3.4534,3.4823,3.9305,3.692,,0.803,0.813,0.9143,0.8587,,29.8796,29.9615,30.3881,30.1339,,30.118,30.2094,30.6966,30.4073,,25.5776,25.6732,26.1124,25.845,,34.8089,34.9279,35.4577,35.1333,,5.3025,5.3245,5.4007,5.3516,,6.6078,6.6305,6.7201,6.664,,6.2074,6.2299,6.3147,6.2611,,4.5332,4.5455,4.5904,4.5618
OCT 2007,,34.1689,,33.9564,34.0547,34.2925,34.1245,,69.264,69.46,70.2082,69.7361,,48.1926,48.3285,48.9043,48.5485,,29.1963,29.2837,29.729,29.4627,,4.3635,4.3797,4.4336,4.3986,,9.7381,9.7796,10.4875,10.1128,,23.0383,23.1112,23.4985,23.2684,,22.978,23.0826,23.5573,23.2677,,0.753,0.7578,0.7879,0.7705,,3.5469,3.5737,4.0076,3.7773,,0.8126,0.8224,0.9165,0.8646,,28.8292,28.907,29.3133,29.0713,,30.3736,30.4681,30.9596,30.6666,,25.6722,25.7712,26.2096,25.9409,,34.5962,34.7176,35.2308,34.9135,,5.2424,5.2645,5.3392,5.2908,,6.4585,6.4808,6.5678,6.5132,,6.2614,6.285,6.3695,6.3155,,4.5224,4.5346,4.5798,4.5511
SEP 2007,,34.2606,,34.042,34.1399,34.3787,34.2104,,68.5389,68.7293,69.4733,69.0061,,47.1617,47.2926,47.8649,47.5133,,29.4766,29.5635,30.0154,29.746,,4.3583,4.3746,4.4288,4.3936,,9.5013,9.5409,10.2112,9.8563,,22.3997,22.4699,22.8402,22.62,,22.3367,22.4398,22.8926,22.6147,,0.7267,0.7314,0.7594,0.7431,,3.4839,3.5164,3.939,3.7115,,0.7968,0.8067,0.904,0.8504,,28.6073,28.6843,29.0874,28.8474,,28.6181,28.7085,29.1877,28.9029,,24.2722,24.3688,24.7963,24.5343,,32.9579,33.076,33.5583,33.2581,,5.067,5.0881,5.1599,5.1135,,6.3234,6.345,6.4297,6.3766,,6.0149,6.0378,6.117,6.066,,4.5212,4.5335,4.5779,4.5496
AUG 2007,,34.1975,,33.9778,34.0753,34.3101,34.144,,68.1493,68.3382,69.077,68.6132,,46.1501,46.2764,46.8341,46.4921,,29.0054,29.0911,29.5307,29.2681,,4.3324,4.3486,4.4014,4.3669,,9.4513,9.4902,10.1675,9.8094,,22.2008,22.2697,22.6327,22.4168,,22.1572,22.2508,22.6894,22.4233,,0.7226,0.7273,0.7555,0.7391,,3.4293,3.4674,3.9231,3.6762,,0.7849,0.794,0.8955,0.8402,,28.1575,28.2339,28.6229,28.3902,,28.0225,28.1081,28.5825,28.3025,,24.4964,24.5873,25.022,24.7592,,31.9227,32.0298,32.4932,32.208,,4.9424,4.9629,5.0313,4.9869,,6.1945,6.2157,6.2969,6.2457,,5.7799,5.8012,5.8772,5.8286,,4.4833,4.4949,4.5405,4.5119
JUL 2007,,33.7113,,33.5008,33.5981,33.8354,33.6681,,68.0105,68.2041,68.9467,68.4786,,45.8437,45.97,46.5318,46.1878,,27.4084,27.4905,27.9058,27.6571,,4.2697,4.286,4.3392,4.3045,,9.4275,9.466,10.1639,9.7957,,21.9925,22.0615,22.4216,22.2071,,21.9361,22.0303,22.4698,22.203,,0.7219,0.7266,0.7553,0.7386,,3.4857,3.5216,3.9996,3.7427,,0.7794,0.7891,0.8941,0.8368,,27.644,27.7203,28.1051,27.8746,,28.9432,29.0323,29.5045,29.2239,,26.2305,26.3271,26.7602,26.4954,,31.762,31.8692,32.3354,32.0487,,4.9789,4.9995,5.0701,5.0245,,6.1532,6.1748,6.257,6.2051,,5.7698,5.7912,5.8682,5.819,,4.4169,4.4285,4.4742,4.4456
JUN 2007,,34.5825,,34.3693,34.4669,34.7072,34.5383,,68.1255,68.314,69.0513,68.5884,,45.9963,46.1224,46.6857,46.341,,27.9254,28.0084,28.4268,28.1761,,4.3835,4.4003,4.4535,4.4185,,9.6676,9.7068,10.4052,10.0364,,22.2646,22.3338,22.6936,22.4791,,22.2037,22.3028,22.745,22.4744,,0.7314,0.7361,0.7643,0.7479,,3.6217,3.6599,4.0994,3.8606,,0.7992,0.8085,0.902,0.8506,,27.7853,27.86,28.239,28.0122,,28.8006,28.8909,29.363,29.0818,,25.8536,25.9551,26.385,26.1193,,32.1273,32.2408,32.7019,32.4146,,4.9219,4.9418,5.0109,4.9664,,6.1715,6.1931,6.2746,6.2231,,5.7009,5.7228,5.7958,5.7484,,4.4999,4.512,4.5542,4.5271
MAY 2007,,34.6158,,34.4052,34.5029,34.7413,34.5733,,68.1135,68.3023,69.0404,68.577,,46.3685,46.4958,47.0595,46.714,,28.3836,28.4685,28.8938,28.6387,,4.3848,4.4015,4.4543,4.4196,,9.7725,9.8113,10.4809,10.1267,,22.4884,22.5588,22.9215,22.705,,22.4201,22.5231,22.973,22.6966,,0.7233,0.728,0.7552,0.7393,,3.674,3.711,4.1633,3.9187,,0.8012,0.8103,0.9012,0.8512,,28.0712,28.146,28.5304,28.3008,,28.2334,28.3223,28.7926,28.513,,25.0517,25.1508,25.5765,25.3141,,31.2395,31.3533,31.7928,31.5162,,5.0203,5.0456,5.1192,5.0698,,6.2155,6.2375,6.3196,6.2676,,5.6882,5.7101,5.7834,5.7358,,4.4791,4.491,4.5323,4.5057
APR 2007,,34.8747,,34.6609,34.7583,34.9987,34.8298,,68.7646,68.9529,69.6972,69.2309,,46.6551,46.7888,47.3491,47.0021,,29.0876,29.1732,29.6001,29.3439,,4.4206,4.4371,4.4902,4.4554,,9.7356,9.7722,10.3855,10.0606,,22.7747,22.8451,23.2105,22.9926,,22.7044,22.8114,23.2745,22.9895,,0.7134,0.7179,0.7427,0.7281,,3.6024,3.6401,4.0681,3.8353,,0.7792,0.7883,0.8811,0.8302,,28.4971,28.5713,28.9623,28.7297,,28.4549,28.5418,29.0091,28.732,,25.2433,25.3537,25.7736,25.5085,,30.3486,30.4641,30.8785,30.6136,,5.0206,5.0484,5.1151,5.0679,,6.2529,6.2755,6.3573,6.3051,,5.7346,5.758,5.8306,5.7826,,4.4834,4.4951,4.5388,4.5111
MAR 2007,,35.0578,,34.8516,34.9488,35.1778,35.0147,,67.7547,67.9415,68.6574,68.2061,,46.0497,46.1738,46.7207,46.3852,,29.579,29.6646,30.0979,29.8385,,4.4453,4.462,4.5133,4.4793,,9.7121,9.7483,10.2638,9.988,,22.7522,22.8221,23.1793,22.9658,,22.6839,22.7838,23.2363,22.9601,,0.707,0.7112,0.7375,0.7223,,3.6019,3.6365,4.0661,3.834,,0.7513,0.7605,0.8592,0.8053,,28.5248,28.6003,28.9861,28.7555,,27.4826,27.567,28.0315,27.7571,,24.2225,24.313,24.7397,24.4811,,29.6899,29.7889,30.2094,29.9497,,4.9214,4.9501,5.0177,4.9696,,6.1722,6.1945,6.2774,6.2248,,5.6548,5.6752,5.7482,5.7015,,4.492,4.5065,4.5595,4.5258
FEB 2007,,35.7351,,35.5278,35.6254,35.8546,35.6912,,69.4604,69.6486,70.367,69.9137,,46.3393,46.4645,47.0126,46.676,,29.3646,29.4495,29.8722,29.6184,,4.5333,4.5499,4.602,4.5677,,9.8848,9.9209,10.4412,10.163,,23.0604,23.131,23.4887,23.2746,,22.9893,23.093,23.5488,23.2691,,0.7228,0.7273,0.7534,0.7381,,3.7039,3.743,4.168,3.936,,0.7648,0.7738,0.8639,0.8144,,28.5657,28.6406,29.0228,28.7943,,27.6399,27.7262,28.1921,27.916,,24.4893,24.5838,25.0115,24.7504,,30.201,30.3053,30.7309,30.466,,5.0238,5.055,5.1326,5.0782,,6.2063,6.2296,6.3134,6.2599,,5.7229,5.7439,5.8179,5.7704,,4.5651,4.5834,4.641,4.6031
JAN 2007,,35.971,,35.7554,35.853,36.0978,35.9266,,69.8989,70.0877,70.8376,70.3683,,46.3193,46.4424,47.0085,46.6639,,29.5854,29.67,30.104,29.8447,,4.5684,4.5852,4.6391,4.6038,,9.9215,9.9575,10.4795,10.2005,,23.1441,23.2137,23.5802,23.3622,,23.0742,23.1787,23.6492,23.3617,,0.7194,0.7237,0.7498,0.7346,,3.7141,3.7512,4.1975,3.9558,,0.7649,0.7739,0.8664,0.8157,,28.6632,28.7375,29.1305,28.8969,,27.8393,27.9235,28.4036,28.1215,,24.7061,24.7974,25.2362,24.9712,,30.2872,30.3894,30.8234,30.5553,,5.0713,5.1015,5.1775,5.1244,,6.2055,6.2283,6.3121,6.2588,,5.5873,5.6079,5.6804,5.6339,,4.5757,4.5924,4.6482,4.612
DEC 2006,,35.8337,,35.6149,35.7116,35.9444,35.7797,,69.7926,69.9827,70.7167,70.2547,,46.892,47.0165,47.5703,47.2311,,30.2238,30.3088,30.7447,30.4843,,4.566,4.5824,4.6355,4.6008,,9.7753,9.8089,10.3409,10.0581,,23.0165,23.0853,23.4406,23.2286,,22.9766,23.0573,23.4961,23.2364,,0.7092,0.7132,0.7394,0.7244,,3.6704,3.7034,4.2079,3.9392,,0.7532,0.7624,0.8628,0.808,,29.3342,29.4121,29.8078,29.571,,27.8385,27.922,28.3967,28.1176,,24.5628,24.6512,25.0834,24.8231,,30.7639,30.8662,31.2989,31.0314,,5.1442,5.173,5.2417,5.193,,6.2802,6.3031,6.3857,6.333,,5.7347,5.7556,5.8298,5.7823,,4.5426,4.5557,4.6074,4.575
NOV 2006,,36.5437,,36.3548,36.4522,36.649,36.5019,,69.3279,69.5098,70.1658,69.7469,,46.6887,46.8092,47.3181,47.0034,,30.8822,30.969,31.3822,31.1322,,4.6561,4.6724,4.7213,4.6887,,9.7687,9.8037,10.2925,10.0306,,23.2462,23.315,23.6472,23.4467,,23.1778,23.2785,23.7042,23.441,,0.7182,0.7222,0.7471,0.7327,,3.7628,3.7966,4.2388,4.0008,,0.7683,0.778,0.8759,0.8221,,29.3109,29.386,29.7481,29.5295,,27.9176,28.001,28.4528,28.1852,,24.1665,24.2555,24.6718,24.4192,,31.8809,31.9864,32.4101,32.1455,,5.0938,5.1238,5.1885,5.1412,,6.2522,6.2748,6.3518,6.302,,5.6497,5.6697,5.7375,5.6936,,4.6086,4.6245,4.6768,4.6427
OCT 2006,,37.338,,37.151,37.2484,37.4426,37.2968,,69.492,69.6737,70.3236,69.9078,,46.7493,46.8679,47.3728,47.0611,,31.1938,31.2804,31.6871,31.4405,,4.7551,4.7713,4.8206,4.7879,,9.911,9.9464,10.4212,10.1661,,23.4208,23.4897,23.8175,23.6192,,23.3401,23.4464,23.8803,23.6102,,0.7318,0.736,0.7607,0.7463,,3.8119,3.8432,4.3282,4.0701,,0.775,0.7841,0.8828,0.8289,,29.3857,29.4609,29.8176,29.6017,,27.8113,27.8938,28.3457,28.0785,,24.3746,24.4627,24.8788,24.6267,,32.7927,32.8974,33.3252,33.059,,5.0199,5.0479,5.1118,5.0659,,6.2614,6.2832,6.3586,6.31,,5.5618,5.5808,5.6462,5.604,,4.6843,4.7006,4.7546,4.7195
SEP 2006,,37.4289,,37.2372,37.3342,37.5298,37.3836,,70.1462,70.327,70.9876,70.567,,47.3243,47.4443,47.955,47.6397,,31.6895,31.7765,32.1932,31.9413,,4.7695,4.7855,4.8347,4.8022,,9.9421,9.9775,10.4725,10.2073,,23.4855,23.5543,23.8826,23.6841,,23.4235,23.5221,23.9456,23.6846,,0.7278,0.7318,0.7571,0.7425,,3.834,3.8731,4.348,4.091,,0.7639,0.7734,0.8761,0.82,,29.8662,29.9421,30.3069,30.0866,,28.0214,28.1026,28.5579,28.2897,,24.194,24.279,24.7021,24.4481,,33.2596,33.3651,33.796,33.5278,,5.0674,5.0957,5.1567,5.1121,,6.3352,6.3568,6.4327,6.384,,5.7234,5.7424,5.8097,5.7665,,4.6803,4.6946,4.7459,4.7131
AUG 2006,,37.6357,,37.4428,37.54,37.7344,37.5886,,70.6924,70.8733,71.5333,71.1129,,47.8386,47.9583,48.4731,48.1558,,32.2042,32.2907,32.7138,32.459,,4.7989,4.8149,4.8653,4.8321,,9.9886,10.0237,10.5213,10.255,,23.6541,23.7228,24.0538,23.854,,23.593,23.6905,24.114,23.8535,,0.7182,0.722,0.7465,0.7324,,3.8792,3.9162,4.3911,4.1352,,0.7607,0.7699,0.8727,0.8167,,30.3036,30.3792,30.7519,30.5278,,28.407,28.4883,28.9486,28.6778,,23.554,23.6375,24.0552,23.8046,,33.2982,33.4051,33.8398,33.569,,5.1584,5.1878,5.2501,5.2042,,6.4028,6.4248,6.5019,6.4523,,5.9788,5.9989,6.0693,6.0241,,4.685,4.6988,4.7475,4.7162
JUL 2006,,38.0043,,37.8119,37.9089,38.1017,37.9568,,69.5525,69.7337,70.3821,69.9673,,47.8389,47.9577,48.4687,48.1538,,32.5409,32.6271,33.0517,32.7963,,4.8483,4.8643,4.9135,4.8809,,10.0904,10.1254,10.6401,10.3653,,23.7632,23.8315,24.1603,23.9618,,23.7115,23.8061,24.2172,23.9644,,0.7118,0.7155,0.7395,0.7257,,3.8955,3.9307,4.4218,4.1587,,0.7694,0.7786,0.8836,0.8265,,30.4789,30.5545,30.9237,30.7013,,28.2556,28.3355,28.7926,28.5241,,23.1825,23.264,23.6776,23.4301,,33.3827,33.4858,33.9143,33.6485,,5.1545,5.1827,5.2442,5.1994,,6.4039,6.4256,6.5009,6.4524,,6.0171,6.0372,6.1066,6.0619,,4.7185,4.7323,4.7834,4.751
JUN 2006,,38.3499,,38.1545,38.2518,38.4469,38.3007,,70.2444,70.424,71.0845,70.6645,,48.2158,48.3356,48.8556,48.5357,,33.177,33.2665,33.7007,33.4389,,4.8987,4.9154,4.9644,4.9316,,10.1981,10.2331,10.7559,10.477,,23.8895,23.9588,24.2891,24.0893,,23.8387,23.9314,24.3456,24.0922,,0.7066,0.7103,0.7339,0.7203,,3.8579,3.8953,4.3334,4.0957,,0.7818,0.7911,0.8981,0.84,,30.8802,30.9579,31.333,31.1066,,28.073,28.1536,28.6166,28.3448,,23.451,23.5339,23.9566,23.7038,,34.0958,34.2027,34.6451,34.3705,,5.1825,5.2124,5.2759,5.2292,,6.4579,6.4801,6.5561,6.507,,6.1298,6.1497,6.2201,6.175,,4.7475,4.7628,4.8202,4.7839
MAY 2006,,38.0132,,37.8233,37.92,38.1099,37.9666,,70.504,70.6983,71.3604,70.9322,,48.1477,48.2648,48.7853,48.4665,,33.7156,33.8057,34.2522,33.9839,,4.8618,4.8782,4.9272,4.8945,,10.2145,10.2493,10.8025,10.5085,,23.8664,23.9347,24.2605,24.0635,,23.8426,23.9181,24.3128,24.0777,,0.7128,0.7164,0.7412,0.727,,3.8904,3.932,4.4942,4.1923,,0.7784,0.788,0.9067,0.8426,,30.9248,31.0019,31.3771,31.151,,28.6804,28.7599,29.2239,28.9522,,23.6916,23.7693,24.1925,23.9421,,33.9036,34.0046,34.4421,34.1729,,5.1161,5.1422,5.2025,5.1593,,6.4481,6.4705,6.5433,6.4957,,6.166,6.1856,6.258,6.212,,4.7055,4.717,4.7691,4.7373
APR 2006,,37.9933,,37.8009,37.8982,38.0886,37.9448,,66.6154,66.792,67.4241,67.0198,,46.2463,46.3609,46.8641,46.5552,,32.2027,32.2913,32.7066,32.4547,,4.8576,4.8743,4.9224,4.89,,10.0945,10.1295,10.646,10.3703,,23.5013,23.5698,23.8895,23.6954,,23.4482,23.5382,23.9465,23.6974,,0.7239,0.7277,0.7526,0.7383,,3.9571,3.9966,4.5467,4.2519,,0.7886,0.7982,0.9127,0.8507,,29.3343,29.4101,29.7575,29.5459,,27.6495,27.7293,28.1843,27.9169,,23.3309,23.4112,23.8297,23.5803,,32.8602,32.9606,33.3786,33.1194,,4.9276,4.9538,5.012,4.9698,,6.191,6.212,6.283,6.237,,5.8862,5.9059,5.9733,5.9298,,4.6914,4.7046,4.7549,4.7232
MAR 2006,,38.9776,,38.7871,38.8841,39.0759,38.9315,,67.5267,67.7011,68.3409,67.9338,,46.4956,46.6081,47.1189,46.8073,,32.9476,33.0354,33.4594,33.2035,,4.9824,4.9991,5.0477,5.0151,,10.2281,10.2625,10.8022,10.5152,,23.8104,23.8777,24.1969,24.0037,,23.7828,23.8592,24.2443,24.0136,,0.7454,0.7492,0.7752,0.7603,,3.9513,3.991,4.5441,4.2477,,0.8144,0.8239,0.9418,0.8781,,29.6279,29.7015,30.0464,29.8372,,28.0639,28.1413,28.6069,28.3354,,24.4969,24.577,25.0101,24.7535,,33.4334,33.5322,33.951,33.6922,,4.927,4.9514,5.0118,4.9694,,6.2287,6.2493,6.3196,6.2742,,5.8193,5.838,5.9031,5.8612,,4.8056,4.818,4.8699,4.8378
FEB 2006,,39.4094,,39.2099,39.3065,39.4976,39.3538,,68.4346,68.6093,69.2532,68.8439,,46.7388,46.8494,47.3659,47.0524,,33.1357,33.2234,33.6496,33.3927,,5.037,5.0537,5.1017,5.0694,,10.2707,10.3049,10.8448,10.5578,,23.9627,24.0299,24.3465,24.1546,,23.9398,24.0096,24.3892,24.1645,,0.7446,0.7483,0.7741,0.7594,,3.9539,3.9939,4.5493,4.2516,,0.8276,0.8379,0.9557,0.8917,,29.9833,30.0573,30.4026,30.193,,28.9324,29.0103,29.4772,29.2048,,26.2565,26.3399,26.7768,26.5167,,33.9929,34.0924,34.5114,34.2522,,4.983,5.0075,5.0682,5.0256,,6.2598,6.2803,6.3501,6.305,,5.7938,5.8119,5.876,5.8349,,4.8547,4.866,4.9144,4.8846
JAN 2006,,39.6158,,39.4344,39.5309,39.7239,39.5792,,69.4824,69.6577,70.312,69.8972,,47.6588,47.7702,48.2911,47.975,,34.03,34.1188,34.5552,34.2926,,5.0695,5.0864,5.1348,5.1022,,10.2914,10.3262,10.8181,10.5548,,24.0416,24.1089,24.4255,24.2336,,23.9733,24.0727,24.4899,24.2316,,0.7392,0.7432,0.7671,0.7532,,3.8887,3.9252,4.4678,4.1783,,0.8293,0.8394,0.9608,0.8951,,30.7532,30.8284,31.1887,30.971,,29.4097,29.4885,29.9681,29.6889,,26.962,27.0471,27.4973,27.2297,,33.9107,34.0094,34.4358,34.1733,,5.0853,5.1117,5.1734,5.1294,,6.3829,6.4036,6.4764,6.4297,,5.9212,5.9405,6.0072,5.9642,,4.8649,4.8771,4.9309,4.8979
