,Month,REFERENCE RATE : US DOLLAR  (USD) ,USA : DOLLAR (USD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,UNITED KINGDOM : POUND STERING (GBP),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,EURO ZONE : EURO (EUR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,JAPAN : YEN (100 YEN) (JPY) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,HONG KONG : DOLLAR (HKD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,MALAYSIA : RINGGIT (MYR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SINGAPORE : DOLLAR (SGD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,BRUNEI : DOLLAR (BND) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,PHILIPPINES : PESO (PHP) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDONESIA : RUPIAH (1000 RUPIAH) (IDR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDIA : RUPEE (INR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWITZERLAND : FRANC (CHF) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,AUSTRALIA : DOLLAR (AUD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NEW ZEALAND : DOLLAR (NZD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CANADA : DOLLAR (CAD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWEDEN : KRONA (SEK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,DENMARK : KRONE (DKK) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NORWAY : KRONE (NOK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CHINA : YUAN RENMINBI (CNY),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE 
FEB 2011,,30.7164,,30.4779,30.5761,30.8571,30.7166,,49.0192,49.1841,49.8946,49.5394,,41.5321,41.6571,42.2759,41.9665,,36.7492,36.8612,37.5934,37.2273,,3.8982,3.9144,3.973,3.9437,,9.8921,9.9651,10.2124,10.0888,,23.7467,23.8266,24.2924,24.0595,,23.3759,23.7467,24.3771,24.0619,,0.681,0.6939,0.7146,0.7043,,3.157,3.228,3.6775,3.4528,,0.5998,0.6219,0.7227,0.6723,,31.9755,32.0677,32.6379,32.3528,,30.5734,30.6781,31.2444,30.9613,,23.0943,23.1752,23.6634,23.4193,,30.7072,30.8078,31.3415,31.0746,,4.7089,4.7289,4.8143,4.7716,,5.5624,5.5818,5.6755,5.6286,,5.2915,5.31,5.3995,5.3548,,4.5619,4.5967,4.7484,4.6726
JAN 2011,,30.5839,,30.3439,30.4422,30.7184,30.5803,,47.7207,47.881,48.5802,48.2306,,40.4054,40.5274,41.1337,40.8305,,36.5294,36.6417,37.3692,37.0055,,3.8857,3.902,3.9594,3.9307,,9.7956,9.8699,10.1179,9.9939,,23.4425,23.5213,23.9795,23.7504,,23.0551,23.4351,24.0662,23.7507,,0.6698,0.6829,0.7034,0.6932,,3.09,3.1596,3.631,3.3953,,0.5976,0.6192,0.7197,0.6694,,31.57,31.6622,32.2252,31.9438,,30.0306,30.1316,30.6886,30.4101,,23.0888,23.1687,23.6541,23.4114,,30.418,30.5156,31.0432,30.7794,,4.5193,4.539,4.62,4.5795,,5.4145,5.4338,5.5244,5.4791,,5.1528,5.1712,5.2591,5.2151,,4.5286,4.5624,4.7151,4.6388
DEC 2010,,30.1176,,29.8785,29.9767,30.2602,30.1185,,46.4655,46.6163,47.3167,46.9665,,39.3347,39.4569,40.0631,39.76,,35.6565,35.7668,36.4835,36.1252,,3.8286,3.8448,3.9037,3.8743,,9.4469,9.5155,9.75,9.6328,,22.7223,22.8011,23.2535,23.0273,,22.3033,22.6917,23.3174,23.0046,,0.6633,0.6763,0.6965,0.6864,,3.0569,3.1288,3.5691,3.349,,0.5965,0.6192,0.7111,0.6652,,30.6851,30.7757,31.3334,31.0545,,29.488,29.5898,30.1425,29.8661,,22.2474,22.3246,22.8098,22.5673,,29.4827,29.5796,30.0997,29.8397,,4.3329,4.351,4.4302,4.3906,,5.2701,5.2892,5.3794,5.3343,,4.9669,4.9855,5.0694,5.0275,,4.4239,4.4579,4.6063,4.5321
NOV 2010,,29.886,,29.6486,29.7471,30.0249,29.886,,47.2347,47.3938,48.0942,47.744,,40.4589,40.585,41.1963,40.8907,,35.7904,35.9021,36.6278,36.265,,3.809,3.825,3.8824,3.8537,,9.4119,9.4824,9.7217,9.6021,,22.7255,22.8036,23.2566,23.0301,,22.4091,22.7397,23.3653,23.0525,,0.6648,0.6773,0.6985,0.6879,,3.0456,3.1214,3.5875,3.3544,,0.5947,0.6183,0.7084,0.6634,,30.0101,30.0996,30.6408,30.3703,,29.2119,29.3094,29.8545,29.582,,22.7519,22.8317,23.3159,23.0739,,29.1811,29.2779,29.7905,29.5342,,4.3332,4.3519,4.4299,4.3909,,5.4199,5.439,5.5304,5.4847,,4.9619,4.9797,5.0632,5.0215,,4.3875,4.4211,4.5729,4.497
OCT 2010,,29.9704,,29.7302,29.8285,30.1112,29.9699,,46.9945,47.1501,47.8562,47.5032,,41.1609,41.2879,41.9144,41.6011,,36.1025,36.2146,36.9512,36.5829,,3.8169,3.8335,3.8916,3.8626,,9.4814,9.55,9.7894,9.6697,,22.67,22.7479,23.2016,22.9748,,22.3208,22.675,23.2994,22.9873,,0.6685,0.6817,0.7022,0.692,,3.0575,3.1399,3.5945,3.3672,,0.6038,0.6274,0.719,0.6732,,30.574,30.6638,31.2197,30.9418,,29.014,29.1107,29.6624,29.3866,,22.1723,22.2515,22.7326,22.4921,,29.0819,29.1791,29.69,29.4346,,4.4248,4.4443,4.5248,4.4846,,5.5123,5.5322,5.6265,5.5794,,5.0694,5.0878,5.1752,5.1315,,4.3862,4.4194,4.5681,4.4938
SEP 2010,,30.8341,,30.5964,30.6948,30.9776,30.787,,47.4808,47.6336,48.3434,47.9121,,39.8109,39.9326,40.5451,40.178,,36.0655,36.1756,36.8934,36.4795,,3.9247,3.941,3.9993,3.9621,,9.7349,9.8069,10.0551,9.895,,22.7827,22.8601,23.3055,23.0441,,22.4135,22.7797,23.415,22.9143,,0.6751,0.6882,0.7087,0.6919,,3.1452,3.2146,3.6791,3.4122,,0.6013,0.6238,0.715,0.6582,,30.3975,30.4858,31.023,30.7103,,28.4844,28.5782,29.1168,28.8006,,22.0821,22.1591,22.6389,22.3605,,29.4442,29.5403,30.047,29.7456,,4.3051,4.3235,4.3993,4.3522,,5.3395,5.3583,5.4474,5.3934,,5.0251,5.0432,5.1276,5.0764,,4.4596,4.4972,4.6487,4.5542
AUG 2010,,31.7424,,31.51,31.6086,31.8857,31.6979,,49.2372,49.3936,50.1003,49.6688,,40.5779,40.7004,41.3091,40.9435,,36.6995,36.8093,37.522,37.1108,,4.041,4.0569,4.1136,4.0773,,9.8872,9.96,10.2028,10.045,,23.1312,23.2081,23.6454,23.3883,,22.7749,23.1254,23.7501,23.2625,,0.6816,0.6944,0.715,0.6984,,3.2296,3.3072,3.7953,3.5125,,0.6016,0.6256,0.7313,0.6665,,30.2057,30.2926,30.8114,30.5086,,28.2296,28.325,28.8588,28.5442,,22.3927,22.4711,22.9517,22.6722,,30.2252,30.3209,30.8289,30.5271,,4.2986,4.3167,4.3897,4.3442,,5.4405,5.4593,5.5474,5.494,,5.1104,5.1281,5.2125,5.1615,,4.5656,4.6033,4.7533,4.6595
JUL 2010,,32.3265,,32.0888,32.1873,32.4656,32.2772,,48.88,49.0305,49.7342,49.3071,,40.8816,41.0033,41.6182,41.2499,,36.4404,36.5479,37.2414,36.8409,,4.1107,4.1268,4.1854,4.1481,,9.8975,9.9673,10.2087,10.0531,,23.1743,23.2497,23.6841,23.4293,,22.7891,23.1592,23.7864,23.2878,,0.678,0.6903,0.7092,0.6936,,3.297,3.3738,3.8133,3.5552,,0.612,0.6356,0.7376,0.6748,,30.3355,30.4191,30.9307,30.6331,,27.936,28.026,28.5582,28.2471,,22.698,22.7756,23.256,22.977,,30.6298,30.7243,31.2312,30.9306,,4.2977,4.3145,4.3853,4.3416,,5.4816,5.4997,5.5857,5.5337,,5.0848,5.1021,5.1845,5.1347,,4.6649,4.7012,4.8421,4.7535
JUN 2010,,32.4723,,32.2319,32.33,32.6098,32.4208,,47.3839,47.5314,48.2272,47.8056,,39.2468,39.3631,39.966,39.6065,,35.2822,35.3859,36.0529,35.6676,,4.1235,4.1399,4.1975,4.1605,,9.7306,9.7952,10.1097,9.9202,,22.9284,23.0023,23.4326,23.1805,,22.609,22.9285,23.5268,23.068,,0.6817,0.6928,0.7118,0.6968,,3.3186,3.3815,3.7534,3.5361,,0.6234,0.6463,0.7442,0.6838,,28.4593,28.5381,29.0082,28.7337,,27.3404,27.4281,27.9561,27.6483,,22.1294,22.204,22.6793,22.4044,,30.9195,31.0148,31.5234,31.2215,,4.0925,4.109,4.1755,4.134,,5.2715,5.2894,5.3706,5.3211,,4.9532,4.9706,5.0497,5.0015,,4.6686,4.7014,4.8266,4.7476
MAY 2010,,32.3946,,32.1473,32.2454,32.5366,32.3419,,46.9458,47.0982,47.8236,47.3848,,40.1963,40.3131,40.9447,40.5706,,34.7412,34.8436,35.5256,35.1334,,4.1133,4.1301,4.1886,4.151,,9.5873,9.6391,10.3197,9.9535,,22.9522,23.026,23.4629,23.2076,,22.9104,23.021,23.5337,23.2221,,0.6909,0.696,0.7255,0.7082,,3.2463,3.2995,3.7972,3.5218,,0.6265,0.6417,0.7564,0.6915,,28.3637,28.4423,28.9191,28.6414,,27.8985,27.9923,28.5392,28.2189,,22.3421,22.4235,22.9099,22.626,,30.8067,30.9012,31.4187,31.1128,,4.1522,4.1701,4.2405,4.1964,,5.3975,5.4169,5.5018,5.4497,,5.0981,5.1161,5.2,5.1491,,4.6617,4.6903,4.8042,4.733
APR 2010,,32.2877,,32.0452,32.143,32.424,32.2346,,48.9524,49.1093,49.8138,49.3832,,42.8329,42.9556,43.5792,43.206,,34.1345,34.2347,34.8781,34.5063,,4.1128,4.1294,4.1868,4.1498,,9.6862,9.7418,10.4173,10.0518,,23.0737,23.1482,23.5837,23.3287,,23.0038,23.1249,23.6345,23.3192,,0.7038,0.7098,0.7379,0.7209,,3.2969,3.3662,3.8134,3.5552,,0.651,0.6677,0.7701,0.7106,,29.851,29.9324,30.4285,30.1397,,29.5138,29.6101,30.1527,29.8333,,22.6628,22.745,23.2148,22.9388,,31.7464,31.8427,32.3602,32.0534,,4.4259,4.4439,4.5164,4.4712,,5.7482,5.7678,5.8558,5.802,,5.3883,5.407,5.4912,5.4398,,4.6562,4.6825,4.7851,4.7207
MAR 2010,,32.5077,,32.2688,32.3666,32.6509,32.4599,,48.4167,48.5722,49.277,48.8469,,43.6909,43.8167,44.4549,44.0729,,35.4599,35.5624,36.2289,35.8444,,4.142,4.1585,4.2178,4.1799,,9.427,9.4812,10.102,9.7645,,22.9309,23.0046,23.4374,23.1842,,22.858,22.9803,23.493,23.1755,,0.6924,0.6984,0.7251,0.7088,,3.2947,3.3523,3.7682,3.5315,,0.6469,0.661,0.7594,0.7032,,30.1419,30.2235,30.7295,30.4357,,29.2901,29.3846,29.9304,29.6103,,22.5435,22.6257,23.0979,22.8207,,31.4142,31.5093,32.0213,31.7178,,4.4828,4.5008,4.575,4.5289,,5.8643,5.8843,5.9751,5.9197,,5.4276,5.4464,5.5313,5.4795,,4.6926,4.7177,4.8156,4.7541
FEB 2010,,33.1491,,32.9072,33.0049,33.2868,33.097,,51.362,51.5189,52.2362,51.7991,,44.9291,45.0559,45.6966,45.3129,,36.285,36.3874,37.061,36.673,,4.2214,4.2377,4.2962,4.2588,,9.3539,9.4067,10.0243,9.6891,,23.1806,23.2539,23.6849,23.4327,,23.1044,23.229,23.7389,23.4216,,0.6971,0.7027,0.7301,0.7136,,3.2739,3.3235,3.8102,3.542,,0.6604,0.674,0.7619,0.7112,,30.5958,30.6795,31.181,30.8885,,29.0297,29.118,29.6585,29.3441,,22.809,22.8874,23.3572,23.0831,,31.031,31.1249,31.6187,31.3249,,4.5028,4.5196,4.5918,4.5473,,6.0298,6.0497,6.1396,6.0847,,5.5386,5.5577,5.6415,5.5901,,4.787,4.8114,4.9052,4.8461
JAN 2010,,33.0353,,32.7983,32.8958,33.1758,32.9871,,52.8968,53.059,53.7902,53.3435,,46.744,46.8739,47.5285,47.1362,,35.7846,35.8866,36.547,36.1659,,4.2097,4.2267,4.2851,4.2474,,9.432,9.4855,10.1141,9.7731,,23.3664,23.4403,23.8756,23.621,,23.299,23.4142,23.9278,23.6134,,0.6986,0.7046,0.7316,0.7151,,3.3066,3.3589,3.8039,3.5553,,0.6627,0.6775,0.7665,0.7146,,31.6315,31.7161,32.2382,31.9349,,29.829,29.9175,30.4686,30.1488,,23.7066,23.785,24.2664,23.9865,,31.3593,31.4538,31.9544,31.6568,,4.5741,4.5919,4.6661,4.6201,,6.2732,6.2937,6.3887,6.3309,,5.6995,5.7195,5.8071,5.7533,,4.7858,4.8053,4.8838,4.8348
DEC 2009,,33.2322,,32.9944,33.0925,33.372,33.1832,,53.3859,53.549,54.2755,53.8307,,48.0372,48.1689,48.8282,48.4327,,36.6184,36.7223,37.4002,37.0093,,4.24,4.2571,4.3152,4.2776,,9.3852,9.4389,10.0514,9.7183,,23.4994,23.5737,24.0128,23.7561,,23.4391,23.5574,24.076,23.7575,,0.697,0.7029,0.7298,0.7134,,3.2627,3.3162,3.749,3.5058,,0.6572,0.6714,0.756,0.7066,,31.9424,32.0276,32.5556,32.249,,29.5628,29.6518,30.1998,29.8813,,23.4368,23.5163,23.995,23.7159,,31.1477,31.2429,31.7389,31.4433,,4.5976,4.6149,4.6909,4.6442,,6.4459,6.4669,6.5646,6.5053,,5.6969,5.717,5.8052,5.7511,,4.83,4.8441,4.9018,4.866
NOV 2009,,33.284,,33.0438,33.1418,33.4215,33.2326,,54.7355,54.899,55.6421,55.1888,,49.1826,49.3176,49.9876,49.5851,,36.8755,36.9788,37.6643,37.2699,,4.2473,4.264,4.3242,4.2858,,9.45,9.5012,10.1179,9.7839,,23.666,23.7409,24.1828,23.9244,,23.5996,23.7056,24.2317,23.9157,,0.6888,0.6945,0.721,0.7049,,3.2482,3.3023,3.776,3.5121,,0.6589,0.6737,0.7568,0.7079,,32.5231,32.6102,33.1467,32.8349,,30.2559,30.3459,30.9035,30.5797,,23.9843,24.0628,24.5466,24.2655,,31.0759,31.1687,31.6608,31.3684,,4.7508,4.7686,4.8469,4.7989,,6.5996,6.6205,6.7225,6.661,,5.834,5.8534,5.9432,5.8886,,4.8411,4.854,4.9089,4.875
OCT 2009,,33.4118,,33.1728,33.2711,33.5492,33.361,,53.4635,53.6239,54.364,53.9138,,49.0118,49.1467,49.8119,49.4119,,36.6058,36.7099,37.3832,36.9945,,4.2633,4.2802,4.3414,4.3024,,9.435,9.4841,10.104,9.7695,,23.5983,23.6733,24.1112,23.8548,,23.5615,23.6526,24.1603,23.8609,,0.6943,0.7,0.7273,0.7108,,3.286,3.3322,3.7482,3.5171,,0.6597,0.673,0.7571,0.7084,,32.3245,32.4119,32.9433,32.6339,,29.9088,29.9977,30.5509,30.2299,,24.3402,24.4199,24.9073,24.6238,,31.383,31.4743,31.9756,31.6793,,4.7474,4.7658,4.8446,4.7961,,6.5747,6.5964,6.6974,6.6361,,5.8501,5.8696,5.9616,5.9059,,4.8601,4.8731,4.9277,4.8939
SEP 2009,,33.8284,,33.5933,33.6921,33.9671,33.7802,,54.6798,54.8451,55.5757,55.1278,,48.7653,48.9007,49.5555,49.1604,,36.5613,36.6655,37.324,36.9427,,4.3172,4.3341,4.3958,4.3565,,9.3196,9.3702,10.0134,9.6665,,23.4666,23.5415,23.9684,23.7175,,23.4303,23.5195,24.0206,23.7255,,0.6851,0.6907,0.717,0.7011,,3.1981,3.2377,3.658,3.4281,,0.6439,0.6556,0.739,0.6915,,32.1584,32.2463,32.7641,32.4613,,28.7523,28.8427,29.3779,29.0651,,23.4687,23.5479,24.029,23.7489,,30.9315,31.0265,31.5037,31.2176,,4.7729,4.7915,4.8688,4.8209,,6.5431,6.5642,6.6643,6.6037,,5.6567,5.6754,5.7635,5.7101,,4.9206,4.9334,4.9881,4.9543
AUG 2009,,34.0205,,33.7792,33.8784,34.1566,33.9679,,55.7646,55.9358,56.6729,56.2188,,48.0831,48.2157,48.8654,48.4743,,35.4637,35.5661,36.1967,35.8302,,4.3407,4.3576,4.4204,4.3806,,9.2966,9.3545,10.0206,9.6586,,23.3131,23.3886,23.8116,23.5624,,23.2299,23.3491,23.864,23.547,,0.6875,0.6932,0.7186,0.7031,,3.1804,3.2201,3.6382,3.4093,,0.6514,0.6621,0.7469,0.6992,,31.5227,31.611,32.1106,31.8167,,28.0749,28.1665,28.695,28.385,,22.6878,22.7657,23.2419,22.9649,,30.9783,31.0753,31.5506,31.2645,,4.6998,4.7187,4.795,4.7474,,6.4506,6.4707,6.5704,6.5105,,5.5463,5.5647,5.6501,5.5982,,4.9446,4.9577,5.0132,4.9789
JUL 2009,,34.0492,,33.8096,33.9087,34.1856,33.9976,,55.1977,55.3668,56.0999,55.6488,,47.5157,47.6469,48.2897,47.9027,,35.7045,35.8069,36.4393,36.0719,,4.3451,4.3619,4.424,4.3846,,9.2161,9.2715,9.9448,9.5805,,23.2055,23.2792,23.6987,23.4521,,23.1464,23.2532,23.7637,23.4551,,0.6896,0.6954,0.7206,0.7051,,3.1544,3.204,3.5774,3.3659,,0.649,0.6588,0.7439,0.6965,,31.2371,31.323,31.819,31.528,,27.0497,27.1359,27.6554,27.3526,,21.6492,21.7239,22.1905,21.9199,,30.0842,30.1753,30.6354,30.3598,,4.3774,4.3943,4.4637,4.4206,,6.3737,6.3935,6.4914,6.4326,,5.2989,5.3164,5.3974,5.3482,,4.949,4.962,5.0167,4.9829
JUN 2009,,34.1377,,33.8986,33.9968,34.2775,34.0881,,55.3076,55.472,56.2269,55.7673,,47.4165,47.5455,48.1962,47.8064,,34.9537,35.0538,35.6709,35.3124,,4.3562,4.373,4.4355,4.3958,,9.3174,9.3727,10.0659,9.6916,,23.2258,23.299,23.719,23.4724,,23.185,23.277,23.7712,23.4782,,0.6945,0.7002,0.7262,0.7104,,3.1203,3.1582,3.5711,3.3457,,0.6601,0.6711,0.7582,0.7092,,31.2816,31.3669,31.8591,31.5704,,27.0414,27.126,27.6466,27.344,,21.4742,21.5458,22.0097,21.742,,30.0681,30.1588,30.6161,30.3421,,4.3507,4.3677,4.4374,4.394,,6.3597,6.3796,6.478,6.4189,,5.291,5.3088,5.3914,5.3412,,4.9573,4.9698,5.0261,4.9917
MAY 2009,,34.5738,,34.3503,34.4482,34.7235,34.5369,,52.95,53.1094,53.8312,53.3906,,46.8382,46.9651,47.6042,47.2212,,35.5307,35.6306,36.2475,35.8891,,4.414,4.4308,4.4931,4.4536,,9.4274,9.481,10.1947,9.8111,,23.4045,23.4767,23.8894,23.6469,,23.372,23.4632,23.9351,23.6536,,0.7105,0.7155,0.7436,0.7271,,3.099,3.133,3.572,3.3355,,0.6591,0.6682,0.7568,0.708,,30.9555,31.041,31.5143,31.2349,,26.1504,26.2331,26.7366,26.4435,,20.5507,20.6197,21.0709,20.8108,,29.7557,29.8458,30.2786,30.0171,,4.417,4.4342,4.5027,4.4599,,6.2806,6.3,6.3956,6.3381,,5.3044,5.3223,5.4038,5.3541,,5.0284,5.0408,5.098,5.0632
APR 2009,,35.4573,,35.2216,35.3197,35.5943,35.408,,51.469,51.6263,52.333,51.901,,46.2272,46.3518,46.9832,46.6053,,35.5537,35.6524,36.2559,35.9048,,4.5246,4.5434,4.6065,4.5655,,9.4327,9.4887,10.1633,9.798,,23.286,23.3573,23.759,23.5225,,23.2636,23.3473,23.8065,23.5351,,0.7168,0.7221,0.7495,0.7332,,3.0046,3.0305,3.4252,3.2149,,0.6541,0.6628,0.7483,0.7012,,30.5165,30.5992,31.0541,30.7853,,24.8977,24.9771,25.476,25.1869,,19.8636,19.9279,20.3778,20.1207,,28.554,28.6399,29.0466,28.8003,,4.2385,4.2553,4.32,4.2792,,6.1981,6.2181,6.3096,6.2539,,5.248,5.2656,5.344,5.296,,5.1515,5.164,5.2217,5.1867
MAR 2009,,35.7832,,35.5498,35.6471,35.919,35.7344,,50.3232,50.4703,51.1706,50.7469,,46.2476,46.3698,47.0014,46.6245,,36.2081,36.3067,36.9257,36.5669,,4.5659,4.5841,4.6459,4.6059,,9.3578,9.4097,10.0933,9.7256,,23.1164,23.1861,23.5777,23.3471,,23.1124,23.1767,23.6129,23.3627,,0.7201,0.7252,0.7533,0.7367,,2.8188,2.8458,3.2323,3.0255,,0.6474,0.6545,0.7395,0.6935,,30.6704,30.7521,31.2072,30.9388,,23.4752,23.5475,24.0409,23.7581,,18.7207,18.7801,19.2245,18.9726,,28.0465,28.1284,28.5204,28.2835,,4.1342,4.1496,4.2106,4.1724,,6.2006,6.2202,6.3097,6.2552,,5.227,5.2444,5.3218,5.2744,,5.195,5.207,5.2656,5.2303
FEB 2009,,35.3258,,35.0878,35.1863,35.4569,35.2724,,50.3124,50.4637,51.1658,50.7392,,44.7267,44.8463,45.4691,45.0979,,37.8114,37.916,38.5762,38.1938,,4.5064,4.5244,4.5862,4.5463,,9.3331,9.3856,10.0738,9.7035,,22.9868,23.0585,23.4532,23.2201,,23.0208,23.0786,23.525,23.2729,,0.7225,0.7275,0.756,0.7393,,2.7708,2.7994,3.1941,2.9825,,0.6653,0.6754,0.7608,0.7131,,30.0241,30.1068,30.5584,30.2912,,22.5628,22.636,23.1387,22.8508,,17.8774,17.9391,18.375,18.1262,,28.0926,28.1774,28.5839,28.3383,,4.0877,4.1038,4.1675,4.1276,,5.9971,6.016,6.1042,6.0507,,5.0765,5.0927,5.1701,5.1233,,5.1283,5.1411,5.198,5.1632
JAN 2009,,34.9168,,34.6835,34.7817,35.0509,34.8672,,49.9455,50.0943,50.8073,50.3764,,45.8323,45.9576,46.5995,46.2159,,38.2088,38.3145,38.9904,38.5997,,4.4533,4.4707,4.5317,4.4926,,9.3772,9.4304,10.1263,9.7518,,23.1463,23.2173,23.6169,23.3816,,23.1285,23.2108,23.6784,23.4035,,0.7214,0.7265,0.755,0.7382,,2.9149,2.9439,3.354,3.1344,,0.6629,0.6733,0.7623,0.7127,,30.6534,30.7378,31.2074,30.9304,,23.2965,23.3707,23.8711,23.5839,,18.9538,19.0161,19.4513,19.2026,,28.2194,28.3032,28.7152,28.4673,,4.2636,4.2801,4.3473,4.3055,,6.1435,6.1628,6.2546,6.1991,,4.9614,4.9778,5.0532,5.0073,,5.0682,5.0808,5.137,5.1026
DEC 2008,,35.035,,34.7956,34.8926,35.161,34.9783,,51.8747,52.0278,52.7498,52.3123,,46.9695,47.093,47.7463,47.358,,37.9851,38.0885,38.7704,38.3778,,4.4722,4.4891,4.5499,4.5111,,9.4846,9.5371,10.2563,9.8705,,23.4574,23.5291,23.9284,23.6929,,23.4006,23.4864,23.9459,23.6733,,0.7123,0.7172,0.7459,0.7292,,2.885,2.9124,3.3359,3.1105,,0.6661,0.6781,0.7681,0.7171,,30.5157,30.5986,31.0603,30.788,,23.1882,23.2616,23.7532,23.4707,,19.3349,19.3987,19.8335,19.5843,,28.1874,28.2721,28.6796,28.4335,,4.3359,4.3532,4.4211,4.3785,,6.2977,6.3177,6.4107,6.3542,,4.9503,4.967,5.0436,4.997,,5.073,5.0852,5.1426,5.1078
NOV 2008,,35.0905,,34.8555,34.9539,35.2209,35.0382,,53.2659,53.4244,54.1447,53.7053,,44.2057,44.3259,44.9428,44.5743,,35.8214,35.922,36.546,36.1837,,4.4797,4.4962,4.5572,4.5185,,9.395,9.4469,10.15,9.7725,,23.0229,23.0943,23.4841,23.2535,,22.9927,23.0888,23.5432,23.2679,,0.696,0.7006,0.7275,0.7118,,2.8618,2.8864,3.2978,3.0798,,0.6635,0.6747,0.7629,0.7132,,29.2004,29.2817,29.7155,29.458,,22.6987,22.7695,23.2586,22.9787,,19.5429,19.6096,20.0436,19.7932,,28.497,28.5832,28.9963,28.7467,,4.3568,4.3745,4.4413,4.3991,,5.9295,5.9488,6.035,5.9823,,5.0074,5.0241,5.1012,5.0543,,5.0999,5.1116,5.1687,5.1343
OCT 2008,,34.4285,,34.2,34.2984,34.5527,34.3764,,57.9275,58.0907,58.8376,58.3826,,45.5291,45.6545,46.2638,45.8965,,33.9424,34.0377,34.6235,34.283,,4.3903,4.4067,4.4651,4.4278,,9.3859,9.4372,10.1616,9.7738,,23.0824,23.1538,23.54,23.3113,,23.048,23.1435,23.5947,23.3213,,0.6985,0.7032,0.7316,0.715,,3.2389,3.2766,3.7378,3.4884,,0.6546,0.6652,0.7575,0.7061,,29.889,29.9729,30.4203,30.1546,,23.5269,23.5982,24.1107,23.8188,,20.7328,20.8001,21.2603,20.9966,,29.1955,29.2797,29.7108,29.4532,,4.6191,4.6378,4.7079,4.6635,,6.1013,6.1212,6.2106,6.156,,5.3097,5.327,5.4063,5.358,,4.9969,5.0095,5.0664,5.0317
SEP 2008,,34.2905,,34.0732,34.1713,34.4088,34.241,,61.1904,61.3681,62.079,61.6347,,48.9112,49.0433,49.6278,49.2695,,31.8252,31.9178,32.417,32.1211,,4.3575,4.374,4.4301,4.3939,,9.5646,9.6173,10.3601,9.9624,,23.735,23.8084,24.1956,23.9653,,23.6893,23.7857,24.2397,23.9645,,0.7148,0.7198,0.7488,0.7318,,3.3987,3.4361,3.9192,3.659,,0.6922,0.7051,0.8045,0.7484,,30.6417,30.7276,31.1748,30.9083,,27.8205,27.9064,28.3786,28.0996,,22.857,22.9301,23.3605,23.1088,,32.0875,32.1836,32.6425,32.365,,5.1029,5.123,5.1965,5.1497,,6.5475,6.5685,6.66,6.6038,,5.9948,6.0143,6.0995,6.0472,,4.978,4.9905,5.0446,5.0113
AUG 2008,,33.8556,,33.6346,33.7334,33.9739,33.8043,,63.4899,63.6742,64.3936,63.9418,,50.316,50.4536,51.045,50.6805,,30.6692,30.7603,31.235,30.9521,,4.2911,4.3074,4.364,4.3276,,9.759,9.8166,10.5693,10.1642,,23.8683,23.9432,24.3396,24.104,,23.7978,23.9166,24.4086,24.1032,,0.7323,0.7376,0.7673,0.7498,,3.4443,3.4865,3.9441,3.6943,,0.7259,0.7376,0.8384,0.7822,,30.9918,31.0794,31.5356,31.2637,,29.5968,29.6905,30.1667,29.8818,,23.7443,23.8227,24.2502,23.9973,,31.8803,31.9786,32.4361,32.1582,,5.3411,5.3613,5.4413,5.3912,,6.7331,6.7545,6.8509,6.792,,6.2963,6.3172,6.4087,6.3525,,4.9032,4.9161,4.9692,4.9363
